class_name,support,precision,recall,f1,fpr,fnr
Normal,68014,0.9985862185764989,0.9969565089540389,0.9977706982938117,0.013874837404249168,0.0030434910459611257
Blackhole,2010,0.9910179640718563,0.9880597014925373,0.9895366218236173,0.00024683570341318923,0.011940298507462687
Grayhole,2919,0.9783637592968222,0.9914354230900994,0.984856219159435,0.0008887160829838643,0.00856457690990065
Flooding,662,0.926241134751773,0.986404833836858,0.9553767373811265,0.0007001386813157222,0.013595166163141994
TDMA,1328,0.9141599413059428,0.9382530120481928,0.926049795615013,0.0015895659262278377,0.061746987951807226
