class_name,support,precision,recall,f1,fpr,fnr
Normal,68014,0.9987023764617126,0.9731672890875408,0.9857694971293256,0.012429541841306548,0.0268327109124592
Blackhole,2010,0.9588974854932302,0.9865671641791045,0.9725355566454145,0.001165613043895616,0.013432835820895522
Grayhole,2919,0.6051511281396339,0.9739636861939021,0.7464881186818959,0.02575888021773544,0.02603631380609798
Flooding,662,0.9068493150684932,1.0,0.9511494252873562,0.0009155659678744059,0.0
TDMA,1328,0.9922547332185886,0.8682228915662651,0.9261044176706827,0.000122274302017526,0.13177710843373494
