class_name,support,precision,recall,f1,fpr,fnr
Normal,68014,0.9987022198077474,0.9730496662451849,0.9857090727653206,0.012429541841306548,0.026950333754815186
Blackhole,2010,0.9588974854932302,0.9865671641791045,0.9725355566454145,0.001165613043895616,0.013432835820895522
Grayhole,2919,0.6051511281396339,0.9739636861939021,0.7464881186818959,0.02575888021773544,0.02603631380609798
Flooding,662,0.9068493150684932,1.0,0.9511494252873562,0.0009155659678744059,0.0
TDMA,1328,0.9854700854700855,0.8682228915662651,0.923138510808647,0.00023096257047754907,0.13177710843373494
