,precision,recall,f1-score,support
Normal,0.9980610476218456,0.9990002058399742,0.9985304059018899,68014.0
Blackhole,0.9900497512437811,0.9900497512437811,0.9900497512437811,2010.0
Grayhole,0.9859781121751026,0.987667009249743,0.9868218380968681,2919.0
Flooding,0.9385964912280702,0.9697885196374623,0.9539375928677564,662.0
TDMA,0.9959579628132579,0.927710843373494,0.9606237816764133,1328.0
accuracy,0.9967971387773077,0.9967971387773077,0.9967971387773077,0.9967971387773077
macro avg,0.9817286730164115,0.9748432658688909,0.9779926739573417,74933.0
weighted avg,0.9968128495349221,0.9967971387773077,0.9967810582915491,74933.0
