,precision,recall,f1-score,support
Normal,0.9982219740496378,0.9987943658658511,0.9985080879272711,68014.0
Blackhole,0.9870967741935484,0.9895522388059701,0.9883229813664596,2010.0
Grayhole,0.9846101231190151,0.986296676944159,0.9854526784186206,2919.0
Flooding,0.9273504273504274,0.9833836858006042,0.9545454545454546,662.0
TDMA,0.9959644874899112,0.9292168674698795,0.9614335800545384,1328.0
accuracy,0.9966903767365514,0.9966903767365514,0.9966903767365514,0.9966903767365514
macro avg,0.9786487572405079,0.9774487669772928,0.977652556462469,74933.0
weighted avg,0.996727178023275,0.9966903767365514,0.9966808687541867,74933.0
