,precision,recall,f1-score,support
Normal,0.9943260326326621,0.9945599435410357,0.9944429743318338,68014.0
Blackhole,0.6496350364963503,0.8855721393034826,0.7494736842105263,2010.0
Grayhole,0.7686864219371959,0.5954093867762933,0.6710424710424711,2919.0
Flooding,0.9004524886877828,0.9018126888217523,0.9011320754716982,662.0
TDMA,0.9782082324455206,0.9126506024096386,0.9442929489676666,1328.0
accuracy,0.9738166095044907,0.9738166095044907,0.9738166095044907,0.9738166095044907
macro avg,0.8582616424399024,0.8580009521704405,0.8520768308048392,74933.0
weighted avg,0.9751753293297905,0.9738166095044907,0.9735607810261542,74933.0
