class_name,support,precision,recall,f1,fpr,fnr
Normal,68014,0.9988153237868175,0.9916928867586086,0.9952413625196431,0.011562364503540975,0.008307113241391478
Blackhole,2010,0.9754661432777233,0.9890547263681592,0.982213438735178,0.0006856547317033035,0.010945273631840797
Grayhole,2919,0.9102969046114971,0.987324426173347,0.9472473294987676,0.003943677618240897,0.012675573826652964
Flooding,662,0.8897849462365591,1.0,0.9416785206258891,0.0011040648436132542,0.0
TDMA,1328,0.8564560439560439,0.9390060240963856,0.8958333333333333,0.0028394810135181033,0.06099397590361446
