class_name,support,precision,recall,f1,fpr,fnr
Normal,68014,0.9982219740496378,0.9987943658658511,0.9985080879272711,0.017488076311605722,0.0012056341341488517
Blackhole,2010,0.9870967741935484,0.9895522388059701,0.9883229813664596,0.00035654046048571783,0.010447761194029851
Grayhole,2919,0.9846101231190151,0.986296676944159,0.9854526784186205,0.0006248784958480296,0.013703323055841042
Flooding,662,0.9273504273504274,0.9833836858006042,0.9545454545454546,0.0006866744759058044,0.01661631419939577
TDMA,1328,0.9959644874899112,0.9292168674698795,0.9614335800545384,6.793016778751444e-05,0.07078313253012049
